address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"Station Way, Buckhurst Hill, IG9",http://www.rightmove.co.uk/estate-agents/agent/Farr-ONeil/Buckhurst-Hill-63191.html,3 bedroom semi-detached house for sale,72243862,18,625000.0,2019-07-13 07:50:01.610693,http://www.rightmove.co.uk/property-for-sale/property-72243862.html,3,51.618023,0.045819,Freehold,27.0,48.0,59.0,5,3,0.625,9.0,4.666666666666667,-7.0,15.291666666666668
"St Marys Avenue,Finchley,N3",http://www.rightmove.co.uk/estate-agents/agent/Chancellors/Finchley-35948.html,2 bedroom maisonette for sale,63358806,18,625000.0,2019-07-13 07:50:01.610693,http://www.rightmove.co.uk/property-for-sale/property-63358806.html,2,51.59811,-0.203719,-,44.0,63.0,73.0,0,0,0.625,0.5,-10.666666666666666,-14.0,-23.541666666666664
"Adelaide Wharf, Queensbridge Road, Hackney",http://www.rightmove.co.uk/estate-agents/agent/BlakeStanley-Estate-Agents/Hackney-55792.html,3 bedroom flat for sale,72874627,18,625000.0,2019-07-13 07:50:01.610693,http://www.rightmove.co.uk/property-for-sale/property-72874627.html,3,51.535508,-0.069962,Leasehold,19.0,40.0,51.0,5,0,0.625,10.0,10.0,-3.0,22.625
"Cephas Avenue, London, E1",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom maisonette for sale,63567900,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-63567900.html,2,51.52349,-0.049173,Leasehold,12.0,36.0,43.0,0,0,0.625,10.0,10.0,0.5,21.125
"Mount Nod Road, Streatham, London, SW16",http://www.rightmove.co.uk/estate-agents/agent/Pedder/West-Norwood-107375.html,2 bedroom apartment for sale,72851587,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72851587.html,2,51.436409999999995,-0.118039,-,43.0,52.0,14.0,0,0,0.625,1.0,2.0,5.0,8.625
"Old Brompton Road, Earls Court, London, SW5",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Earls-Court-108515.html,2 bedroom flat for sale,72784999,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72784999.html,2,51.488796,-0.19243,Leasehold,42.0,68.0,37.0,0,0,0.625,1.5,-17.333333333333332,2.0,-13.208333333333332
"Trewint Street, Earlsfield",http://www.rightmove.co.uk/estate-agents/agent/Jacksons-Estate-Agents/Earlsfield-65794.html,2 bedroom flat for sale,61979007,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-61979007.html,2,51.439586,-0.187557,-,52.0,67.0,28.0,0,0,0.625,-7.0,-16.0,4.25,-18.125
"Dymock Street, Fulham, London, SW6 ",http://www.rightmove.co.uk/estate-agents/agent/Aspire/Fulham-South-50242.html,2 bedroom flat for sale,81641000,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-81641000.html,2,51.46621,-0.191146,-,47.0,68.0,31.0,0,0,0.625,-2.0,-17.333333333333332,3.5,-15.208333333333332
"Gambetta Street, Battersea, London, SW8",http://www.rightmove.co.uk/estate-agents/agent/James-Pendleton/Clapham-Common-and-Brixton-45744.html,2 bedroom flat for sale,83262095,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-83262095.html,2,51.469594,-0.146478,Share of Freehold,40.0,60.0,27.0,0,3,0.625,2.5,-6.666666666666666,4.5,3.958333333333334
"Exeter Mansions Exeter Road, Mapesbury, London, NW2",http://www.rightmove.co.uk/estate-agents/agent/Vita-Properties/London-92747.html,2 bedroom flat for sale,83229050,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-83229050.html,2,51.54746,-0.206617,-,51.0,72.0,61.0,0,0,0.625,-6.0,-22.666666666666664,-8.0,-36.041666666666664
"Broadway Parade, Crouch End, N8",http://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Crouch-End-24410.html,3 bedroom flat for sale,59658363,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-59658363.html,3,51.580467,-0.12251400000000001,-,41.0,58.0,69.0,5,0,0.625,2.0,-4.0,-12.0,-8.375
"Savoy Mews, Clapham",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Clapham-1891.html,2 bedroom ground floor flat for sale,63473721,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-63473721.html,2,51.467729999999996,-0.12861,Leasehold,34.0,56.0,24.0,0,0,0.625,5.5,-1.3333333333333333,5.0,9.791666666666668
"Alscot Way, Bermondsey, SE1",http://www.rightmove.co.uk/estate-agents/agent/haart/Camberwell-Green-53233.html,3 bedroom terraced house for sale,82375013,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-82375013.html,3,,,Freehold,,,,5,3,0.625,10.0,10.0,5.0,33.625
"College Crescent, Belsize Park, London",http://www.rightmove.co.uk/estate-agents/agent/Parkheath/Belsize-Park-72719.html,2 bedroom flat for sale,83051468,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-83051468.html,2,51.545139,-0.175025,-,42.0,68.0,55.0,0,0,0.625,1.5,-17.333333333333332,-5.0,-20.208333333333332
"Redcliffe Close, Old Brompton Road, London, SW5",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/South-Kensington---Sales-76574.html,2 bedroom apartment for sale,72699850,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72699850.html,2,51.490015,-0.187953,Leasehold,41.0,70.0,36.0,0,0,0.625,2.0,-20.0,2.25,-15.125
"Lower Camden, Chislehurst",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Chislehurst-55414.html,3 bedroom terraced house for sale,63444060,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-63444060.html,3,51.408306,0.054377999999999996,Freehold,31.0,31.0,25.0,5,3,0.625,7.0,10.0,5.0,30.625
"Starling Close, Buckhurst Hill, Essex, IG9",http://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Chigwell-276.html,2 bedroom bungalow for sale,72844582,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72844582.html,2,51.62919,0.027208,Freehold,28.0,48.0,60.0,0,3,0.625,8.5,4.666666666666667,-7.5,9.291666666666668
"St. Ann's Crescent, London, SW18",http://www.rightmove.co.uk/estate-agents/agent/Savills/Wandsworth-36266.html,2 bedroom apartment for sale,72667681,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72667681.html,2,51.454192,-0.18626199999999998,Share of Freehold,50.0,67.0,30.0,0,3,0.625,-5.0,-16.0,3.75,-13.625
"Gambole Road, Tooting",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Tooting-55543.html,3 bedroom flat for sale,82674497,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-82674497.html,3,51.428888,-0.172999,Leasehold,53.0,66.0,25.0,5,0,0.625,-8.0,-14.666666666666666,5.0,-12.041666666666664
"Battersea Rise, SW11",http://www.rightmove.co.uk/estate-agents/agent/Douglas-and-Gordon/Battersea-34274.html,2 bedroom flat for sale,83015363,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-83015363.html,2,51.460304,-0.169326,Leasehold,44.0,62.0,26.0,0,0,0.625,0.5,-9.333333333333332,4.75,-3.458333333333332
"Mantilla Road, Tooting Bec",http://www.rightmove.co.uk/estate-agents/agent/Daniel-James-Estate-Agents/Tooting-114934.html,2 bedroom flat for sale,72643591,19,625000.0,2019-07-13 07:50:01.913647,http://www.rightmove.co.uk/property-for-sale/property-72643591.html,2,51.42873,-0.153724,Share of Freehold,50.0,61.0,20.0,0,3,0.625,-5.0,-8.0,5.0,-4.375
"Haberdasher Street, London, N1",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Shoreditch-56712.html,2 bedroom apartment for sale,72724807,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-72724807.html,2,51.529257,-0.084703,Leasehold,22.0,44.0,50.0,0,0,0.625,10.0,7.333333333333334,-2.5,15.458333333333336
"Stuart Road, London",http://www.rightmove.co.uk/estate-agents/agent/YOPA/London-204362.html,2 bedroom terraced house for sale,71221909,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-71221909.html,2,51.458698,-0.050707,-,28.0,38.0,18.0,0,0,0.625,8.5,10.0,5.0,24.125
"Christchurch Avenue, London, NW6",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Kensal-Rise-and-QP-57096.html,2 bedroom apartment for sale,83267507,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-83267507.html,2,51.544438,-0.208181,Share of Freehold,51.0,74.0,60.0,0,3,0.625,-6.0,-25.333333333333332,-7.5,-35.20833333333333
"Narford Road, Clapton, E5",http://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Shoreditch-84634.html,3 bedroom flat for sale,63015477,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-63015477.html,3,51.56179,-0.063208,Share of Freehold,25.0,42.0,54.0,5,3,0.625,10.0,8.666666666666666,-4.5,22.791666666666664
"Building 49 Argyll Road, London, Greater London , SE18 6XB",http://www.rightmove.co.uk/estate-agents/agent/Pattinson-Estate-Agents/Auction-74660.html,2 bedroom flat for sale,63501891,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-63501891.html,2,51.49508,0.07443,Leasehold,29.0,12.0,46.0,0,0,0.625,8.0,10.0,-0.5,18.125
"Glynde Street, Brockley, London, SE4",http://www.rightmove.co.uk/estate-agents/agent/Pedder/Brockley-186941.html,2 bedroom terraced house for sale,83029634,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-83029634.html,2,51.452259999999995,-0.031389999999999994,-,29.0,36.0,17.0,0,0,0.625,8.0,10.0,5.0,23.625
"Keswick Road, Putney, London, SW15",http://www.rightmove.co.uk/estate-agents/agent/Keller-Williams/Weybridge-207308.html,2 bedroom apartment for sale,72654508,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-72654508.html,2,51.458003999999995,-0.210802,-,51.0,70.0,35.0,0,0,0.625,-6.0,-20.0,2.5,-22.875
"Fairlawn Park , Sydenham, SE26",http://www.rightmove.co.uk/estate-agents/agent/Pedder/Sydenham-77653.html,3 bedroom terraced house for sale,63524022,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-63524022.html,3,51.425465,-0.042207999999999996,-,37.0,39.0,10.0,5,0,0.625,4.0,10.0,5.0,24.625
"Bennett Park, Blackheath, London, SE3",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Blackheath-14614.html,2 bedroom house for sale,71833747,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-71833747.html,2,51.465781,0.011276000000000001,Freehold,20.0,25.0,29.0,0,3,0.625,10.0,10.0,4.0,27.625
"Archel Road, West Kensington, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Fulham---Munster-Road-79415.html,3 bedroom flat for sale,60381651,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-60381651.html,3,51.48677100000001,-0.203649,Leasehold,46.0,71.0,40.0,5,0,0.625,-1.0,-21.333333333333332,1.25,-15.458333333333332
"Cotton Exchange, Wilmer Place, London, N16",http://www.rightmove.co.uk/estate-agents/agent/Stone-Real-Estate/London-68844.html,2 bedroom apartment for sale,63647634,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-63647634.html,2,51.57336,-0.19996,Leasehold,45.0,64.0,66.0,0,0,0.625,0.0,-12.0,-10.5,-21.875
"Forge Place, Ferdinand Street, NW1",http://www.rightmove.co.uk/estate-agents/agent/Olivers-Town/Kentish-Town---Sales-36189.html,3 bedroom maisonette for sale,72691675,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-72691675.html,3,51.545318,-0.14858,Leasehold,40.0,62.0,59.0,5,0,0.625,2.5,-9.333333333333332,-7.0,-8.208333333333332
"Mountfield Road, London",http://www.rightmove.co.uk/estate-agents/agent/The-Express-Estate-Agency/Nationwide-61544.html,3 bedroom flat for sale,72802948,20,625000.0,2019-07-13 07:50:02.233561,http://www.rightmove.co.uk/property-for-sale/property-72802948.html,3,51.594746,-0.193221,Leasehold,43.0,62.0,73.0,5,0,0.625,1.0,-9.333333333333332,-14.0,-16.708333333333332
"Coles Court, Trott Street, London, SW11",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Battersea-and-Wandsworth-84787.html,3 bedroom apartment for sale,72638257,21,580000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-72638257.html,3,51.473089,-0.172611,Leasehold,41.0,67.0,31.0,5,0,1.75,2.0,-16.0,3.5,-3.75
"Church Path, Walthamstow",http://www.rightmove.co.uk/estate-agents/agent/The-Stow-Brothers/Walthamstow-114391.html,2 bedroom cottage for sale,83180489,21,625000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83180489.html,2,51.584175,-0.013365,-,29.0,44.0,57.0,0,0,0.625,8.0,7.333333333333334,-6.0,9.958333333333334
"Lichfield Road, Woodford Green",http://www.rightmove.co.uk/estate-agents/agent/William-Rose/Woodford-202865.html,3 bedroom semi-detached house for sale,61945893,21,625000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-61945893.html,3,51.615516,0.011865,Freehold,25.0,45.0,57.0,5,3,0.625,10.0,6.666666666666667,-6.0,19.291666666666668
"Thompson Road, East Dulwich",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/East-Dulwich-52719.html,2 bedroom flat for sale,83070851,21,625000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83070851.html,2,51.451771,-0.074503,Share of Freehold,32.0,46.0,14.0,0,3,0.625,6.5,6.0,5.0,21.125
"Rainham Road, Kensal Rise, London, NW10",http://www.rightmove.co.uk/estate-agents/agent/Greene-and-Co/Kensal-Rise-95500.html,2 bedroom terraced house for sale,83080298,21,625000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83080298.html,2,51.529831,-0.221573,Share of Freehold,49.0,73.0,58.0,0,3,0.625,-4.0,-24.0,-6.5,-30.875
"Bowness Close, London, E8",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Hackney-74963.html,3 bedroom end of terrace house for sale,83193080,21,625000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83193080.html,3,51.544744,-0.073341,Freehold,23.0,41.0,53.0,5,3,0.625,10.0,9.333333333333334,-4.0,23.958333333333336
"Banning Street,
London,
SE10",http://www.rightmove.co.uk/developer/branch/Bellway-Homes-Thames-Gateway/The-River-Gardens-186683.html,2 bedroom apartment for sale,83276735,21,622500.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83276735.html,2,51.491175,0.010276,-,15.0,22.0,32.0,0,0,0.6875,10.0,10.0,3.25,23.9375
"Banning Street,
London,
SE10",http://www.rightmove.co.uk/developer/branch/Bellway-Homes-Thames-Gateway/The-River-Gardens-186683.html,2 bedroom apartment for sale,83275790,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83275790.html,2,51.491175,0.010276,-,15.0,22.0,32.0,0,0,0.75,10.0,10.0,3.25,24.0
"Carter Street, Walworth",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Kennington-55498.html,3 bedroom flat for sale,63455343,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-63455343.html,3,51.485363,-0.09959,Leasehold,28.0,47.0,28.0,5,0,0.75,8.5,5.333333333333334,4.25,23.833333333333336
"Buck Lane, London, NW9",http://www.rightmove.co.uk/estate-agents/agent/Alpine/Colindale-London-53021.html,3 bedroom semi-detached house for sale,82904555,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-82904555.html,3,51.587136,-0.26048699999999997,Freehold,52.0,71.0,72.0,5,3,0.75,-7.0,-21.333333333333332,-13.5,-33.08333333333333
"Scott Avenue, SW15",http://www.rightmove.co.uk/estate-agents/agent/Douglas-and-Gordon/East-Putney-34280.html,2 bedroom flat for sale,83094155,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83094155.html,2,51.452073999999996,-0.21016300000000002,Leasehold,52.0,71.0,35.0,0,0,0.75,-7.0,-21.333333333333332,2.5,-25.083333333333332
"Yeoman Street,
London,
SE8 5DT",http://www.rightmove.co.uk/developer/branch/Fairview-Homes/Hydro-193100.html,3 bedroom apartment for sale,83222360,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-83222360.html,3,51.492022999999996,-0.039819,Leasehold,16.0,35.0,29.0,5,0,0.75,10.0,10.0,4.0,29.75
"Lee Road, London",http://www.rightmove.co.uk/estate-agents/agent/London-Key/Blackheath-161585.html,2 bedroom apartment for sale,82348703,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-82348703.html,2,51.462270000000004,0.009742,Freehold,20.0,25.0,29.0,0,3,0.75,10.0,10.0,4.0,27.75
"Croxted Road, Dulwich",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Dulwich-Village-55435.html,2 bedroom maisonette for sale,71606224,21,620000.0,2019-07-13 07:50:02.600643,http://www.rightmove.co.uk/property-for-sale/property-71606224.html,2,51.445824,-0.095764,Share of Freehold,37.0,48.0,11.0,0,3,0.75,4.0,4.666666666666667,5.0,17.416666666666668
"Buckland Road, London, E10",http://www.rightmove.co.uk/estate-agents/agent/Next-Home-Ltd/Leyton-38072.html,3 bedroom terraced house for sale,82955459,22,619995.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-82955459.html,3,51.563646999999996,-0.010336,Freehold,21.0,39.0,50.0,5,3,0.750125,10.0,10.0,-2.5,26.250125
"Osiers Point, Wandsworth, London, SW18",http://www.rightmove.co.uk/estate-agents/agent/Colliers-International/New-Homes-West-105263.html,2 bedroom apartment for sale,82985858,22,619950.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-82985858.html,2,51.461222,-0.198878,Leasehold,49.0,69.0,33.0,0,0,0.75125,-4.0,-18.666666666666664,3.0,-18.915416666666665
"Crewdson Road, London, SW9",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Kennington-Sales-84226.html,2 bedroom apartment for sale,82484816,22,619950.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-82484816.html,2,51.479023,-0.113449,Leasehold,30.0,51.0,24.0,0,0,0.75125,7.5,2.666666666666667,5.0,15.917916666666667
"Cambium, Southfields, Southfields, London, SW19",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63617460,22,619000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63617460.html,2,51.448314,-0.22046300000000002,Leasehold,54.0,72.0,39.0,0,0,0.775,-9.0,-22.666666666666664,1.5,-29.391666666666666
"Cambium Apartments, 1 Beatrice Plac, Southfields, London, SW19",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63617538,22,619000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63617538.html,2,51.448314,-0.22046300000000002,-,54.0,72.0,39.0,0,0,0.775,-9.0,-22.666666666666664,1.5,-29.391666666666666
"Hammersmith Grove, Brackenbury Village, London, W6",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Hammersmith-33140.html,2 bedroom apartment for sale,63639369,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63639369.html,2,51.500716,-0.22818400000000005,Share of Freehold,49.0,79.0,48.0,0,3,0.875,-4.0,-32.0,-1.5,-33.625
"Gunnersbury Avenue, Ealing Common, London, W5",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Ealing-and-Acton-94448.html,2 bedroom apartment for sale,81142757,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-81142757.html,2,51.507459999999995,-0.29105,Share of Freehold,54.0,76.0,53.0,0,3,0.875,-9.0,-28.0,-4.0,-37.125
"Apollo Building, Isle Of Dogs, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Canary-Wharf-48101.html,2 bedroom flat for sale,72675007,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-72675007.html,2,51.492181,-0.026448000000000003,Leasehold,6.0,36.0,45.0,0,0,0.875,10.0,10.0,0.0,20.875
"Gaumont Place, London, SW2",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Streatham-34334.html,2 bedroom apartment for sale,83004926,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-83004926.html,2,51.439137,-0.12726500000000002,Leasehold,44.0,53.0,16.0,0,0,0.875,0.5,1.333333333333334,5.0,7.708333333333334
"Leighton Crescent, kentish Town  NW5",http://www.rightmove.co.uk/estate-agents/agent/Olivers-Town/Kentish-Town---Sales-36189.html,2 bedroom flat for sale,70539919,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-70539919.html,2,51.552115,-0.13489,Share of Freehold,38.0,58.0,60.0,0,3,0.875,3.5,-4.0,-7.5,-4.125
"Mackenzie Road, Beckenham",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Beckenham-55396.html,3 bedroom terraced house for sale,63497127,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63497127.html,3,51.406768,-0.050368,Freehold,42.0,47.0,6.0,5,3,0.875,1.5,5.333333333333334,5.0,20.708333333333336
"Banning Street,
London,
SE10",http://www.rightmove.co.uk/developer/branch/Bellway-Homes-Thames-Gateway/The-River-Gardens-186683.html,2 bedroom apartment for sale,83272529,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-83272529.html,2,51.491175,0.010276,-,15.0,22.0,32.0,0,0,0.875,10.0,10.0,3.25,24.125
"Croxley Road, London, London, W9 ",http://www.rightmove.co.uk/estate-agents/agent/Braithwait/London-60711.html,2 bedroom apartment for sale,63623319,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63623319.html,2,51.529392,-0.199507,-,45.0,71.0,54.0,0,0,0.875,0.0,-21.333333333333332,-4.5,-24.958333333333332
"Buckleigh Avenue, Wimbledon",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Wimbledon-55561.html,3 bedroom terraced house for sale,82736519,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-82736519.html,3,51.404472,-0.210779,Freehold,67.0,79.0,34.0,5,3,0.875,-22.0,-32.0,2.75,-42.375
"Florfield Passage, London",http://www.rightmove.co.uk/estate-agents/agent/YOPA/London-204362.html,2 bedroom flat for sale,63394863,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63394863.html,2,51.544445,-0.05682,-,21.0,38.0,49.0,0,0,0.875,10.0,10.0,-2.0,18.875
"Matlock Road, Leyton",http://www.rightmove.co.uk/estate-agents/agent/Allen-Davies-and-Co/Leyton-6944.html,3 bedroom house for sale,63639951,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63639951.html,3,51.576488,-0.005518,Freehold,23.0,40.0,51.0,5,3,0.875,10.0,10.0,-3.0,25.875
"Noel Road, London, W3",http://www.rightmove.co.uk/estate-agents/agent/Nested/London-65616.html,3 bedroom semi-detached house for sale,79779173,22,615000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-79779173.html,3,51.516507,-0.282204,Freehold,53.0,76.0,56.0,5,3,0.875,-8.0,-28.0,-5.5,-32.625
"Queen Elizabeth Olympic Park, 
10 Olympic Park Avenue,
Stratford London,
E20 1FT",http://www.rightmove.co.uk/developer/branch/Taylor-Wimpey/Chobham-Manor-113635.html,3 bedroom apartment for sale,72741094,22,612000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-72741094.html,3,51.546884999999996,-0.013519,-,18.0,35.0,47.0,5,0,0.95,10.0,10.0,-1.0,24.95
"Julien Road, London, W5",http://www.rightmove.co.uk/estate-agents/agent/Hunters/Northfields-391.html,3 bedroom terraced house for sale,83016818,22,610000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-83016818.html,3,51.49779,-0.31256,Freehold,57.0,85.0,56.0,5,3,1.0,-12.0,-40.0,-5.5,-48.5
"Banning Street,
London,
SE10",http://www.rightmove.co.uk/developer/branch/Bellway-Homes-Thames-Gateway/The-River-Gardens-186683.html,2 bedroom apartment for sale,83272121,22,607500.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-83272121.html,2,51.491175,0.010276,-,15.0,22.0,32.0,0,0,1.0625,10.0,10.0,3.25,24.3125
"14 Shirley Street, London",http://www.rightmove.co.uk/estate-agents/agent/Metro-Village-Ltd/Canada-Water-93680.html,3 bedroom flat for sale,63551967,22,605875.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-63551967.html,3,51.512955,0.012229,-,9.0,31.0,41.0,5,0,1.103125,10.0,10.0,1.0,27.103125
"Starboard Way,
Royal Wharf,
London,
E16",http://www.rightmove.co.uk/developer/branch/Site-Sales/Traders-Quarter-200357.html,2 bedroom apartment for sale,83244476,22,605000.0,2019-07-13 07:50:02.988639,http://www.rightmove.co.uk/property-for-sale/property-83244476.html,2,51.500892,0.030875,Leasehold,10.0,32.0,42.0,0,0,1.125,10.0,10.0,0.75,21.875
"Clonmell Road, London, N17",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,3 bedroom terraced house for sale,63396540,23,650000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-63396540.html,3,51.589294,-0.083883,Freehold,36.0,53.0,64.0,5,3,0.0,4.5,1.333333333333334,-9.5,4.333333333333334
"Galeborough Avenue, Woodford Green",http://www.rightmove.co.uk/estate-agents/agent/McRaes-Sales-Lettings-and-Management/London-22568.html,3 bedroom semi-detached house for sale,83194190,23,605000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-83194190.html,3,51.603153999999996,0.00381,Freehold,22.0,44.0,54.0,5,3,1.125,10.0,7.333333333333334,-4.5,21.958333333333336
