address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"Sutherland Road, London, London, W4 2QR",http://www.rightmove.co.uk/estate-agents/agent/Pattinson-Estate-Agents/Auction-74660.html,2 bedroom terraced house for sale,80090570,3,699000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-80090570.html,2,51.48717,-0.25705,Freehold,49.0,77.0,48.0,0,3,-4.9,-4.0,-29.333333333333332,-1.5,-36.733333333333334
"84 Gordon Road, Peckham,
london, 
SE15 3RG",http://www.rightmove.co.uk/developer/branch/Vanquish-Iconic/Crib-Apartments-Peckham-206627.html,2 bedroom apartment for sale,83051834,3,699000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-83051834.html,2,51.468086,-0.060426,Leasehold,25.0,39.0,20.0,0,0,-4.9,10.0,10.0,5.0,20.1
"Claremont Close, Islington, London, N1",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Islington-15954.html,2 bedroom flat for sale,63595836,3,699000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-63595836.html,2,51.531123,-0.10878299999999999,Leasehold,28.0,53.0,50.0,0,0,-4.9,8.5,1.333333333333334,-2.5,2.4333333333333336
"84 Gordon Road, Peckham,
london, 
SE15 3RG",http://www.rightmove.co.uk/developer/branch/Vanquish-Iconic/Crib-Apartments-Peckham-206627.html,2 bedroom apartment for sale,83052647,3,699000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-83052647.html,2,51.468086,-0.060426,Leasehold,25.0,39.0,20.0,0,0,-4.9,10.0,10.0,5.0,20.1
"Sutherland Road, Chiswick",http://www.rightmove.co.uk/estate-agents/agent/Thorgills/Brentford-142937.html,2 bedroom house for sale,81968909,3,699000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-81968909.html,2,,,-,,,,0,0,-4.9,10.0,10.0,5.0,20.1
"Holland Road, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Kensington-37922.html,2 bedroom flat for sale,74864297,3,695000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-74864297.html,2,51.498446,-0.20800900000000005,Leasehold,45.0,73.0,44.0,0,0,-4.5,0.0,-24.0,0.25,-28.25
"High Road Leytonstone, London, E11",http://www.rightmove.co.uk/estate-agents/agent/Countrywide-Commercial/Essex-60552.html,2 bedroom flat for sale,83226476,3,695000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-83226476.html,2,51.57015300000001,0.014191,Leasehold,20.0,38.0,48.0,0,0,-4.5,10.0,10.0,-1.5,14.0
"Stapleton Road, London, SW17",http://www.rightmove.co.uk/estate-agents/agent/Savills/Clapham-48916.html,2 bedroom apartment for sale,83214347,3,695000.0,2019-07-13 07:49:56.122224,http://www.rightmove.co.uk/property-for-sale/property-83214347.html,2,51.43415,-0.15699200000000002,Share of Freehold,50.0,61.0,20.0,0,3,-4.5,-5.0,-8.0,5.0,-9.5
"Raymond Road, Upton Park",http://www.rightmove.co.uk/estate-agents/agent/haart/Plaistow-11799.html,3 bedroom terraced house for sale,63591357,4,550000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63591357.html,3,51.536547999999996,0.033471,Freehold,18.0,38.0,50.0,5,3,2.5,10.0,10.0,-2.5,28.0
"Balfron Tower, 7 St Leonards Road, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Cushman-and-Wakefield/London-51570.html,3 bedroom flat for sale,72649039,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72649039.html,3,51.513579,-0.008887,-,10.0,29.0,41.0,5,0,-4.5,10.0,10.0,1.0,21.5
"Hamilton Road, Ealing",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Ealing-84791.html,2 bedroom flat for sale,72780481,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72780481.html,2,51.514371999999995,-0.294256,-,56.0,75.0,57.0,0,0,-4.5,-11.0,-26.666666666666664,-6.0,-48.166666666666664
"Brunswick Centre, Bloomsbury",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Bloomsbury-32391.html,2 bedroom flat for sale,72672784,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72672784.html,2,51.52486,-0.124105,-,28.0,57.0,47.0,0,0,-4.5,8.5,-2.6666666666666665,-1.0,0.3333333333333335
"Academy Apartments, 236 Dalston Lane, London, E8",http://www.rightmove.co.uk/estate-agents/agent/Stirling-Ackroyd/Hackney-73037.html,2 bedroom flat for sale,63644598,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63644598.html,2,51.54925,-0.06032000000000001,Leasehold,22.0,39.0,51.0,0,0,-4.5,10.0,10.0,-3.0,12.5
"Putney Plaza, Millennium House, Putney SW15",http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/Greenwich-143039.html,2 bedroom apartment for sale,81226982,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-81226982.html,2,51.459855,-0.21005300000000002,Leasehold,51.0,71.0,35.0,0,0,-4.5,-6.0,-21.333333333333332,2.5,-29.333333333333332
"Fulham Road, Fulham",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Fulham-and-Chelsea-55468.html,2 bedroom flat for sale,63509355,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63509355.html,2,51.479553,-0.198625,Share of Freehold,48.0,71.0,37.0,0,3,-4.5,-3.0,-21.333333333333332,2.0,-23.833333333333332
"Greswell Street, Bishops Park, Fulham, London, SW6",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Fulham-Parsons-Green-48856.html,2 bedroom flat for sale,83157308,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-83157308.html,2,51.475967,-0.219978,Share of Freehold,54.0,77.0,41.0,0,3,-4.5,-9.0,-29.333333333333332,1.0,-38.83333333333333
"Royal Docks West, Western Gateway, London, E16",http://www.rightmove.co.uk/estate-agents/agent/NDLDN/London-197795.html,3 bedroom apartment for sale,72879748,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72879748.html,3,51.507909999999995,0.029787,Leasehold,10.0,32.0,43.0,5,0,-4.5,10.0,10.0,0.5,21.0
"Royal Docks West, 12 Western Gateway, Canning Town, E16",http://www.rightmove.co.uk/estate-agents/agent/Strawberry-Star/E16-159227.html,3 bedroom apartment for sale,83250614,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-83250614.html,3,51.508483,0.022199,Leasehold,9.0,31.0,42.0,5,0,-4.5,10.0,10.0,0.75,21.25
"St. Stephens Avenue, London, W12",http://www.rightmove.co.uk/estate-agents/agent/Finlay-Brewer/London-W12-93052.html,2 bedroom flat for sale,63446382,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63446382.html,2,51.502871,-0.2318510000000001,Leasehold,51.0,79.0,51.0,0,0,-4.5,-6.0,-32.0,-3.0,-45.5
"LUPUS STREET, SW1V",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Pimlico-85457.html,2 bedroom apartment for sale,63579588,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63579588.html,2,51.488403999999996,-0.13777899999999998,-,34.0,57.0,33.0,0,0,-4.5,5.5,-2.6666666666666665,3.0,1.3333333333333335
"Brunswick House, New Goulston Street, Spitalfields, London, E1",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Shoreditch-16050.html,3 bedroom flat for sale,63644046,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63644046.html,3,51.515821,-0.07518899999999999,Leasehold,14.0,45.0,43.0,5,0,-4.5,10.0,6.666666666666667,0.5,17.666666666666668
"Claverton Street, London, SW1V",http://www.rightmove.co.uk/estate-agents/agent/Jackson-Stops/Pimlico-77695.html,2 bedroom flat for sale,63612015,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63612015.html,2,51.487582,-0.13823,Leasehold,32.0,57.0,33.0,0,0,-4.5,6.5,-2.6666666666666665,3.0,2.3333333333333335
"Crondall Street, Shoreditch, N1 ",http://www.rightmove.co.uk/estate-agents/agent/Hunters/Shoreditch-47640.html,2 bedroom apartment for sale,63382824,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63382824.html,2,51.530851,-0.082125,-,21.0,43.0,49.0,0,0,-4.5,10.0,8.0,-2.0,11.5
"Cape Apartments, 130 Rotherhithe New Road, London, SE16",http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Tower-Bridge-141953.html,3 bedroom penthouse for sale,63551658,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-63551658.html,3,51.4911,-0.053227,Leasehold,14.0,35.0,29.0,5,0,-4.5,10.0,10.0,4.0,24.5
"St. Alphonsus Road, London, SW4",http://www.rightmove.co.uk/estate-agents/agent/Marsh-and-Parsons/Clapham-22233.html,3 bedroom apartment for sale,72110731,4,695000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72110731.html,3,51.460434,-0.137743,Share of Freehold,39.0,59.0,23.0,5,3,-4.5,3.0,-5.333333333333333,5.0,6.166666666666667
"84 Shoot Up Hill, Kilburn/west Hampstead, NW2",http://www.rightmove.co.uk/estate-agents/agent/99homecouk/Covering-Nationwide-176603.html,3 bedroom flat for sale,72291814,4,694999.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72291814.html,3,51.55174,-0.2089010000000001,Leasehold,52.0,70.0,62.0,5,0,-4.4999,-7.0,-20.0,-8.5,-34.9999
"Delaware Mansions, Maida Vale, W9",http://www.rightmove.co.uk/estate-agents/agent/Compton-Reeback/London-74510.html,2 bedroom apartment for sale,82700630,4,694950.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-82700630.html,2,51.526332000000004,-0.190494,-,44.0,67.0,53.0,0,0,-4.495,0.5,-16.0,-4.0,-23.995
"Bromyard Avenue, Acton",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Acton-84785.html,2 bedroom flat for sale,72652441,4,690000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72652441.html,2,51.5078,-0.250722,-,50.0,76.0,54.0,0,0,-4.0,-5.0,-28.0,-4.5,-41.5
"Residence Tower, Woodberry Grove, London, N4",http://www.rightmove.co.uk/estate-agents/agent/JLL/North-London-94529.html,3 bedroom apartment for sale,72651331,4,690000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72651331.html,3,51.56981,-0.096662,Leasehold,33.0,50.0,61.0,5,0,-4.0,6.0,3.333333333333334,-8.0,2.333333333333334
"Priory Road, London, NW6 ",http://www.rightmove.co.uk/estate-agents/agent/Hunters/West-Hampstead-593.html,2 bedroom flat for sale,72355930,4,690000.0,2019-07-13 07:49:56.535163,http://www.rightmove.co.uk/property-for-sale/property-72355930.html,2,51.540663,-0.190301,-,46.0,72.0,55.0,0,0,-4.0,-1.0,-22.666666666666664,-5.0,-32.666666666666664
"Maine Tower, Harbour Central, Canary Wharf, E14",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63617544,5,690000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63617544.html,2,51.502526,-0.017603999999999998,Leasehold,1.0,31.0,45.0,0,0,-4.0,10.0,10.0,0.0,16.0
"John Islip Street, London",http://www.rightmove.co.uk/estate-agents/agent/Waterview/Waterview-Shad-Thames-198539.html,2 bedroom flat for sale,63223203,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63223203.html,2,51.492906,-0.12709700000000002,-,29.0,54.0,33.0,0,0,-3.5,8.0,0.6666666666666679,3.0,8.166666666666668
"Halcyon Wharf, 5 Wapping High Street, London, E1W",http://www.rightmove.co.uk/estate-agents/agent/Cluttons/Wapping---Sales-56677.html,2 bedroom apartment for sale,72830647,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-72830647.html,2,51.504785,-0.067139,Leasehold,12.0,38.0,42.0,0,0,-3.5,10.0,10.0,0.75,17.25
"Squires Lane, Finchley, N3",http://www.rightmove.co.uk/estate-agents/agent/Ivy-Gate/London---Sales-and-Lettings-101990.html,3 bedroom terraced house for sale,82958234,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-82958234.html,3,51.60194,-0.177786,-,39.0,58.0,74.0,5,0,-3.5,3.0,-4.0,-14.5,-14.0
Franklin Place London SE13,http://www.rightmove.co.uk/estate-agents/agent/John-Payne/Greenwich-48285.html,3 bedroom semi-detached house for sale,63525291,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63525291.html,3,51.471964,-0.018072,Freehold,25.0,28.0,28.0,5,3,-3.5,10.0,10.0,4.25,28.75
"15 Indescon Square, Canary Wharf, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/Canary-Wharf-Office---Sales-52521.html,3 bedroom apartment for sale,68293564,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-68293564.html,3,51.498777000000004,-0.02113,Leasehold,5.0,32.0,45.0,5,0,-3.5,10.0,10.0,0.0,21.5
"Free Trade Wharf, Wapping, E1W",http://www.rightmove.co.uk/estate-agents/agent/DAA-Residential/London---Sales-73072.html,3 bedroom flat for sale,73384214,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-73384214.html,3,51.509846,-0.046258999999999995,-,6.0,32.0,39.0,5,0,-3.5,10.0,10.0,1.5,23.0
"Ethel Road, Royal Docks, London, E16 3AU",http://www.rightmove.co.uk/estate-agents/agent/Grand-Estates/London-176480.html,2 bedroom flat for sale,63552309,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63552309.html,2,51.510609,0.027906,-,10.0,34.0,43.0,0,0,-3.5,10.0,10.0,0.5,17.0
"Merrivale, Southgate, London, ., N14",http://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Southgate-581.html,2 bedroom detached house for sale,69911428,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-69911428.html,2,51.642666999999996,-0.129153,Freehold,37.0,56.0,70.0,0,3,-3.5,4.0,-1.3333333333333333,-12.5,-10.333333333333332
"Lizban Street, Blackheath",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Blackheath-55402.html,3 bedroom end of terrace house for sale,62130696,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-62130696.html,3,51.477421,0.025656,Freehold,17.0,22.0,33.0,5,3,-3.5,10.0,10.0,3.0,27.5
"John Islip Street, Westminster",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Westminster-151016.html,2 bedroom flat for sale,82329806,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-82329806.html,2,51.492906,-0.12709700000000002,-,29.0,54.0,33.0,0,0,-3.5,8.0,0.6666666666666679,3.0,8.166666666666668
"Hornsey Lane, Highgate, N6",http://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Crouch-End-24410.html,2 bedroom flat for sale,61484559,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-61484559.html,2,51.57206,-0.135603,-,43.0,61.0,67.0,0,0,-3.5,1.0,-8.0,-11.0,-21.5
"Ranelagh Mansions - New Kings Road, Fulham, SW6",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom flat for sale,80295374,5,685000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-80295374.html,2,51.471746,-0.204455,Leasehold,46.0,71.0,35.0,0,0,-3.5,-1.0,-21.333333333333332,2.5,-23.333333333333332
"Colenso Drive, Mill Hill",http://www.rightmove.co.uk/estate-agents/agent/Godfrey-And-Barr/Mill-Hill-36729.html,3 bedroom semi-detached house for sale,63415536,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63415536.html,3,51.605907,-0.2353780000000001,Freehold,48.0,68.0,74.0,5,3,-3.0,-3.0,-17.333333333333332,-14.5,-29.833333333333332
"Maine Tower, Harbour Central, Canary Wharf, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Kingsley-Hamilton-New-Homes/Canary-Wharf-166994.html,2 bedroom apartment for sale,72574537,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-72574537.html,2,51.500375,-0.019716,-,5.0,31.0,44.0,0,0,-3.0,10.0,10.0,0.25,17.25
"Cobalt Place, Battersea, SW11",http://www.rightmove.co.uk/estate-agents/agent/Lauristons/Battersea-39908.html,2 bedroom apartment for sale,72366172,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-72366172.html,2,51.47440200000001,-0.17317000000000002,Leasehold,42.0,66.0,30.0,0,0,-3.0,1.5,-14.666666666666666,3.75,-12.416666666666664
"Meadow Drive, Hendon, London, NW4 1SD",http://www.rightmove.co.uk/estate-agents/agent/William-Nelhams-and-Co/London-91493.html,3 bedroom house for sale,81455069,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-81455069.html,3,51.596584,-0.22370900000000002,-,46.0,63.0,71.0,5,0,-3.0,-1.0,-10.666666666666666,-13.0,-22.666666666666664
"Arena Tower, Canary Wharf, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63618648,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-63618648.html,2,51.497128000000004,-0.015035,-,7.0,31.0,43.0,0,0,-3.0,10.0,10.0,0.5,17.5
"Regency Mews, Oval",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Kennington-55498.html,2 bedroom semi-detached house for sale,83173709,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-83173709.html,2,51.477043,-0.10224,Freehold,29.0,49.0,24.0,0,3,-3.0,8.0,4.0,5.0,17.0
"Green Lanes, London, N16",http://www.rightmove.co.uk/estate-agents/agent/JLL/North-London-94529.html,2 bedroom apartment for sale,72620404,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-72620404.html,2,51.555246999999994,-0.09001100000000001,-,31.0,48.0,58.0,0,0,-3.0,7.0,4.666666666666667,-6.5,2.166666666666668
"Woodberry Grove, North Finchley, London, N12",http://www.rightmove.co.uk/estate-agents/agent/Martyn-Gerrard/North-Finchley-13105.html,3 bedroom semi-detached house for sale,83157020,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-83157020.html,3,51.60953,-0.177728,Freehold,41.0,61.0,76.0,5,3,-3.0,2.0,-8.0,-15.5,-16.5
"Melbourne Avenue, London, N13",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Muswell-Hill-79819.html,3 bedroom terraced house for sale,83117900,5,680000.0,2019-07-13 07:49:56.905777,http://www.rightmove.co.uk/property-for-sale/property-83117900.html,3,51.611201,-0.111858,Freehold,33.0,50.0,65.0,5,3,-3.0,6.0,3.333333333333334,-10.0,4.333333333333334
"Kedleston Walk, Bethnal Green, E2",http://www.rightmove.co.uk/estate-agents/agent/Portico/Leyton-32706.html,3 bedroom ground maisonette for sale,83212832,6,650000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-83212832.html,3,51.528921000000004,-0.05769700000000001,Leasehold,16.0,39.0,47.0,5,0,0.0,10.0,10.0,-1.0,24.0
"Arundel Grove, Islington, N16",http://www.rightmove.co.uk/estate-agents/agent/99homecouk/Covering-Nationwide-176603.html,3 bedroom terraced house for sale,72669073,6,679000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-72669073.html,3,51.550534000000006,-0.081442,Freehold,28.0,45.0,56.0,5,3,-2.9,8.5,6.666666666666667,-5.5,14.766666666666666
"Borwick Avenue, Walthamstow, London",http://www.rightmove.co.uk/estate-agents/agent/Central-Estate-Agents/Walthamstow-6323.html,3 bedroom terraced house for sale,63577137,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-63577137.html,3,51.588974,-0.028174,Freehold,28.0,48.0,59.0,5,3,-2.5,8.5,4.666666666666667,-7.0,11.666666666666668
"Twickenham Road, Leytonstone, London, E11",http://www.rightmove.co.uk/estate-agents/agent/Trading-Places/Leytonstone-9059.html,3 bedroom terraced house for sale,72747442,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-72747442.html,3,51.5647,-0.000252,-,22.0,39.0,51.0,5,0,-2.5,10.0,10.0,-3.0,19.5
"Merlin Court, 26 Handley Drive, London, SE3",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Blackheath-14614.html,3 bedroom apartment for sale,72885838,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-72885838.html,3,51.460607,0.023587,Leasehold,19.0,24.0,30.0,5,0,-2.5,10.0,10.0,3.75,26.25
"Park Avenue South, Crouch End, London",http://www.rightmove.co.uk/estate-agents/agent/Tatlers/Crouch-End-44861.html,2 bedroom flat for sale,82359554,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-82359554.html,2,51.58559,-0.129447,-,42.0,61.0,73.0,0,0,-2.5,1.5,-8.0,-14.0,-23.0
"Harvist Road, London",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Kensal-Rise-50343.html,2 bedroom flat for sale,70214407,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-70214407.html,2,51.533103000000004,-0.212146,-,49.0,74.0,57.0,0,0,-2.5,-4.0,-25.333333333333332,-6.0,-37.83333333333333
"East Dulwich Road, East Dulwich",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/East-Dulwich-52719.html,3 bedroom flat for sale,79055384,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-79055384.html,3,51.461661,-0.074374,Share of Freehold,29.0,43.0,17.0,5,3,-2.5,8.0,8.0,5.0,26.5
Coniston Road N10,http://www.rightmove.co.uk/estate-agents/agent/Prickett-and-Ellis/Muswell-Hill-90137.html,3 bedroom flat for sale,83266589,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-83266589.html,3,51.595397,-0.14235799999999998,-,37.0,57.0,69.0,5,0,-2.5,4.0,-2.6666666666666665,-12.0,-8.166666666666666
"Church Hill Road, Walthamstow, London, E17",http://www.rightmove.co.uk/estate-agents/agent/Estates17/Walthamstow-94276.html,3 bedroom detached house for sale,80210873,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-80210873.html,3,51.586582,-0.009331,-,26.0,42.0,54.0,5,0,-2.5,9.5,8.666666666666666,-4.5,16.166666666666664
"Fontarabia Road, Battersea, London, SW11",http://www.rightmove.co.uk/estate-agents/agent/James-Pendleton/Battersea-Northcote-Road-45741.html,2 bedroom flat for sale,58224948,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-58224948.html,2,51.463460999999995,-0.153805,Share of Freehold,42.0,62.0,24.0,0,3,-2.5,1.5,-9.333333333333332,5.0,-2.333333333333332
"West Tower, Pan Peninsula, Canary Wharf E14",http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/Pan-Peninsula-76478.html,2 bedroom apartment for sale,72708010,6,675000.0,2019-07-13 07:49:57.248394,http://www.rightmove.co.uk/property-for-sale/property-72708010.html,2,51.500021999999994,-0.018151,Leasehold,7.0,34.0,45.0,0,0,-2.5,10.0,10.0,0.0,17.5
